Index,Feature,Name
2413,"[246 242 246 ..., 255 255 255]",3c1be3df90b1a242325de9590db32ce2
2414,"[207 206 204 ..., 116 101  83]",3c1d462488d6c09476308492899debc9
2415,"[146 150 152 ...,  91  74  79]",3c214c63de8e39e64ee608b779ba6676
2416,"[154 161 205 ..., 104  79  74]",3c24511ab85625892420d98292d6a6f7
2417,"[90 67 49 ..., 97 56 31]",3c2b54572a0d76921cc45568129274ec
2418,"[103 135  75 ...,  55  84  50]",3c2c857fb2934a90c07dc94217503dc2
2419,"[199 192 172 ...,  95  79  71]",3c2eb1a179557ed7e77ee6001f3d0475
2420,"[ 97 100 104 ...,   5   1   1]",3c3ba994aa80bb46767cc331fb11b96b
2421,"[39 17 11 ..., 85 52 34]",3c3e2f645fa36df8bd4d2b4b5168cdf1
2422,"[243 225 182 ...,  92 173  73]",3c4172f7dd8d5c7fd9a7ef6ea307eb42
2423,"[100  78  61 ..., 191 170 143]",3c41eb6d25d31b7bbd571ea051f4d8ea
2424,"[ 76  64  69 ..., 193 161 137]",3c462ded2d4ede47ec9dd298d998cde3
2425,"[ 60 140 226 ...,  39  45  41]",3c4a342c6aca01e2a31c03b072916fbe
2426,"[105 173 238 ...,  82  77  53]",3c5882c4fd539c6cd429499264011861
2427,"[147 148 147 ...,  91 119  54]",3c65aeb053bec900d1a923a201c1f99d
2428,"[222 212  26 ..., 123 124 123]",3c66b664d8de58637b83e78643079428
2429,"[119 132  61 ..., 117 122  44]",3c688d71041c32d4f5efb52c509f10bd
2430,"[139 144 137 ..., 122  73  53]",3c6a53595e1cd63e63fdc166e4223606
2431,"[112 183 242 ...,  13  14  14]",3c6ec531552c07c174a2fb1b2284c7e4
2432,"[190 187 194 ..., 187 186 186]",3c75e138214ec62ee4a584050f110c5c
2433,"[133 109  63 ...,  70  48  22]",3c88c3f8bd67f1a274395e845414b4bb
2434,"[33 54 37 ..., 32 42 33]",3c895e9fb6ca922cf0164da79fbf4a08
2435,"[ 73  95  41 ..., 110 113  90]",3c8b026a371181f328fb94f5c133b21e
2436,"[ 52   9   4 ..., 143  92  53]",3c92b96b64a7ce342411aa1cd0dc7936
2437,"[212 234 111 ..., 192 188 108]",3c979732ec5405de622c3d462ffab746
2438,"[  3   5  14 ..., 112 176 246]",3ca6b28ce9d3d1222acb030225ae244c
2439,"[156 158 153 ..., 130 134 134]",3cab06b69e8404ed0f90144ee4ef5271
2440,"[101 102  88 ...,  90  91  87]",3cae98154910d0f518fa0f97c17900ef
2441,"[102 121 145 ...,  98 100  84]",3cc8881795884439670f3b6722ad1482
2442,"[138 165 200 ..., 174  98 129]",3cd5eb48795f7dbe2db2f83d451addca
2443,"[164 153 146 ...,  67  66  58]",3cd858062b7932bd269ba1a8c1306bb3
2444,"[205 205 202 ..., 137 128 119]",3cdc43ae16583ef5f41bf74cef666cd6
2445,"[36 29 29 ..., 72 61 59]",3ce7e8f84d5e99cb5a90b4d94d7e1c09
2446,"[136  83  59 ...,  62  36  27]",3cea2d7afdafea2f9d8f9d92f329b2e1
2447,"[41 36 31 ..., 10 10 10]",3cfd2e55e68f72550beaf0f0a071c096
2448,"[25 31 13 ..., 51 51 51]",3d048af542545494b12fd46c06bc5a52
2449,"[151 149 150 ..., 198 191 193]",3d07ed5c96d067aeb9dd2ebbc785aaa5
2450,"[102 112 105 ..., 191 208 218]",3d0973463d32d5f5ba74db812b8e11d1
2451,"[ 27  45  21 ..., 169 161 155]",3d160295116b1d249fef3690061dfcb2
2452,"[ 24  47 102 ..., 100 147 217]",3d180d390b32baf36478bc8599b3d8fc
2453,"[ 24  24  22 ..., 117 119 118]",3d1efcdf1eaacd8419f95c92f6ad746f
2454,"[127 105  45 ...,  91  89  62]",3d22e354cbae687743a102e0cefcf6e5
2455,"[ 87 113  35 ..., 101 102  43]",3d24ce4a94e4763049d60425cb3e75ae
2456,"[254 254 254 ..., 164 142 117]",3d40d6d1f7a3549066ccc34240099ff7
2457,"[186 113  84 ...,  95  77  24]",3d41348a5b361e3de483a09161df9a46
2458,"[ 63  56  44 ..., 138 134  54]",3d426d7c9883152a3da0a4814600bcee
2459,"[ 71 102 122 ...,  94 121 139]",3d4c13366837f64c6382dd4f1778caa0
2460,"[123 113 112 ..., 120 120 123]",3d5466cf27a4355616e775c2638673e1
2461,"[  5   6   3 ..., 132 118 100]",3d5bc6122ef86b32e76b8860dc54e66d
2462,"[226 240 240 ...,  93 116 118]",3d60e2cf5ca788f1d06ea58a123b38b9
2463,"[195 164 117 ..., 141  95  69]",3d673c2e756e8c6b1ed4f10acce17f91
2464,"[ 22  23  18 ...,  52 122 190]",3d71b3ae8a69abea0041e32b363053bc
2465,"[110  46  21 ..., 109 117 104]",3d7405de56d708ac880ffb2626b95b45
2466,"[142 166 177 ..., 174 182 144]",3d78ff549552e90b9a01eefb12548283
2467,"[112 112 112 ...,  98  98  98]",3d7942e85b2977c6298d3ff41b84e3f1
2468,"[137 119 130 ..., 159 188 123]",3d82b3443139b274dc44be5ac4679ed9
2469,"[255 255 255 ...,  71  71  71]",3d9097ca79754c2864a6b835169011a2
2470,"[ 84  26   9 ..., 192 125  55]",3d959b06c84553145a4d3da88bfa406f
2471,"[148  42  26 ...,  73  29   8]",3d9a5397333ad1023ffbf53e64be8845
2472,"[125 155  82 ..., 129 133  93]",3d9cbe5fc684107edc79f0efbc159846
2473,"[110  75  35 ..., 131 129 137]",3d9ec1670bb28346071283c4d70b4fa5
2474,"[  2 108  85 ...,   2 108  85]",3da1a4e6e24a1cdc360976fdc5dc6e5b
2475,"[187 210 218 ..., 190 183 173]",3dadf4639b5bd63795aeceeddf9a649b
2476,"[115 119 120 ..., 121 123 120]",3daf75c1c5cdd5f6c6012c298b3e296f
2477,"[40 45 48 ..., 21 26 12]",3db0e7a5251e46b32584100fe3327cd4
2478,"[16 36  9 ..., 23 26 26]",3db4ab710ecbc2fb444f083a3d52b3e8
2479,"[113  91  88 ..., 115  95  74]",3dc56e4859e15163593dba776fb2b72a
2480,"[137 155  64 ...,  38  41  17]",3dcc5ead3d3ba4568c74c0858b8ba818
2481,"[183 192 173 ...,  85  92  57]",3de22268038ba51622b7ee71acae3c14
2482,"[221 160  94 ...,  44  43  39]",3de435c14552b8952f64753a5d6fd615
2483,"[ 12   9  11 ..., 173 157 131]",3de4e3687f3710d2150962f093ccc2dd
2484,"[36 34 35 ..., 44 39 34]",3def41b57873b6e64537e9be6cf9b023
2485,"[230 223 214 ...,  12  21  18]",3df415bc01f498cc5e09b59df9ad2fbf
2486,"[68 90 88 ..., 97 69 62]",3df5455f16086f057418ffe837289b8d
2487,"[180 171 155 ...,  97 136  81]",3df5d07bc814c7d1805ea4842ead9819
2488,"[221 222 242 ...,  27  29  20]",3dff9244af2b9668a99c01f053b4d682
2489,"[ 44  24  14 ..., 167 166 173]",3e037b3c7265bef653c504a034607889
2490,"[52 53 48 ..., 93 84 70]",3e0a4d4a13e170d406d4e48aee99fec1
2491,"[181 163 159 ..., 169 171 185]",3e0acf21aed098d76ea82f554a2f992e
2492,"[143 168 133 ..., 171 136 107]",3e0b102775b0ba35cc9a8775e3a1cbc3
2493,"[119 119 117 ..., 173 174 164]",3e0d5afedca0d739664ef375e0ad9e64
2494,"[255 255 255 ..., 244 242 243]",3e1035f74968053507d1fc11db1ad88f
2495,"[45 35 39 ..., 40 30 20]",3e1fffba73d112515dbee0369419a668
2496,"[193 112 144 ..., 249 254 254]",3e2009481c79f78113c4fe58b0ccc1d5
2497,"[228 228 238 ...,  23  37  64]",3e29d8011993955d89dd45dd2373a8e5
2498,"[ 60  57  26 ..., 203 217 105]",3e2f226678909037ed26abc9c2289af9
2499,"[ 42  43  46 ..., 209 218 241]",3e42bccc11b30acce650a703caa33c98
2500,"[14 17 20 ..., 84 65 57]",3e47bc6ccd92abf16209f4125ddc7aea
2501,"[134 118 118 ...,  54  58  57]",3e4d6953e9fe6a3275aae55346c07293
2502,"[132 187 218 ...,  99 120  63]",3e554e9a381e2c2ed11b91aba1bd03c8
2503,"[ 39  34  31 ...,  99 112 150]",3e576e8abce27bbe27195e5d832a7614
2504,"[ 1  1  1 ..., 46 50 89]",3e59cfed26b58362a9c8aec711c3c6f8
2505,"[ 62  68  52 ..., 212 199 128]",3e5bc7af672a6894d32ebcce6cea53b4
2506,"[213 231 245 ...,  38  73  27]",3e5fcbc6617acf3485baa81ecfefbc4c
2507,"[180 181 183 ..., 181 182 183]",3e61153c345d0ba40a2fa9ea3f900dfc
2508,"[219 200 170 ...,  98  85  68]",3e6fbb7ab195649e954df8d82901cd2a
2509,"[234 204 190 ..., 200 197 145]",3e76131101838e9ea1f12dc2eba4c6f1
2510,"[54 36 28 ..., 85 76 79]",3e798829f7d4bc1820b4bb7f466a4a87
2511,"[71 97 39 ..., 68 88 49]",3e8a21860934e8962d622df8dc65d86c
2512,"[105 103  76 ...,  52  54  50]",3e9a38dab63eabcfa67fc6677d3f6e9a
2513,"[ 97  99 111 ...,  66  68  83]",3e9cb687d1ebbbce28360824586a0e0f
2514,"[20 13 11 ..., 35 26 22]",3ea505ad860189c14dbb73b9120a2ca5
2515,"[ 76  70  72 ..., 228 226 227]",3ea91cbb825208d186e94a0bb633ee75
2516,"[ 1  1  1 ..., 67 81 85]",3eaedbc5f02f78673b57ef47d9f1115d
2517,"[199 184 172 ..., 183 170 155]",3eb897b87845c08c3d5f5755b03dcd1b
2518,"[ 35  40  10 ..., 131 143 124]",3eb8ea8e80639a6df20fb8a5abe43bfe
2519,"[ 76 100  54 ...,  50  49  50]",3ec592f90014587b1c7730210a0b0658
2520,"[ 95 114 118 ..., 163 185 122]",3ec77bcd5f425648f1eec305932c51fa
2521,"[25 26 26 ..., 45 48 33]",3eda7915db371a5908b29137704004ee
2522,"[231 249 192 ..., 128 118 114]",3edbe65662f85ab6971630b217f3d060
2523,"[255 255 255 ..., 108 130 110]",3edd4b452d1c62d2db921fb4a7cb3c62
2524,"[ 97 108 110 ...,  84  95  97]",3ee79414932ac2856975fa96ae1189da
2525,"[145 168 156 ..., 120 137 139]",3eea07541e806bb8694e7667a1230c0e
2526,"[33 18 50 ..., 94 93 82]",3eea6cadbec5977ee593c7e75c9be5c1
2527,"[113 118 124 ..., 191 154 110]",3ef5dfcc20dfea1c49554fc8f2f11b20
2528,"[62 61 40 ..., 47 42 34]",3efa1c5b966b6ce836b87db21f00c48b
2529,"[255 252 241 ..., 244 243 241]",3efc5f61379eb3003dfd0a8c88ee5afa
2530,"[ 92  65  55 ..., 157  90  61]",3f05463033fe271b456d30e3222b84ee
2531,"[50 52 48 ..., 48 43 50]",3f06362327d11ca13c01a19182911927
2532,"[203 208 198 ..., 123 118 111]",3f0c77e6089a64f7083277b6bf22759e
2533,"[240 240 224 ...,  21  23  24]",3f0ef4652899749d98df8a05a576239b
2534,"[ 59  43  28 ..., 124 102  79]",3f16503c0499060c5d31695669fc4e69
2535,"[88 78 62 ..., 61 66 57]",3f2ad3df5b64a29a9aabd75476f8d46d
2536,"[33 42 39 ..., 22  8  8]",3f3040cf4ce932d3e0d5d627c3ee0a89
2537,"[179 231 154 ..., 131 171 132]",3f3fcf38217b52ce62f4bb6d162693de
2538,"[49 51 66 ..., 69 70 89]",3f3ffc5a024eaa3afa29a0dc2bee91c8
2539,"[ 75  36  43 ..., 173 170 157]",3f40aa8ccbd46bdf5769e4d22502a4c2
2540,"[103  75  49 ..., 145 172 139]",3f43c5d4c9a860c4c36a724453ba81c2
2541,"[ 89 106  26 ...,  77  76  71]",3f4677ac28ed7d52a781dc9a3c378eaa
2542,"[  2   2   2 ..., 196 181 146]",3f47b6337d2c9820c9285272121c9029
2543,"[222 236 247 ...,  26  27  23]",3f486f9e50d701e19bc85e4447989fb5
2544,"[122 119  62 ..., 127 121 123]",3f4f7dde236c0d20411199358b69eec3
2545,"[ 74  79  82 ..., 153 148 142]",3f5429aed0055c3e6fa9564c98c32008
2546,"[ 60  55  43 ..., 138 151  84]",3f5b2f820634bb1f75d4c89627e0e8b7
2547,"[158 155 138 ..., 110 110 110]",3f609973f198def3b0ea1f12a3606a43
2548,"[  5   6   5 ..., 106 121  58]",3f60e39babd06abc652f49c6219a161b
2549,"[195 212 242 ..., 116 118 119]",3f674c39cfc8fc3f421b3b8e69143b70
2550,"[119 130 144 ..., 131 141 148]",3f68ce1502f54977644ef99c3b77a96e
2551,"[175 182 190 ..., 179 156 116]",3f6b8a9edc0c43f2de4e0f609c06d54e
2552,"[145 155 151 ..., 142 127  92]",3f7299b9f345fd0fbaf18cff859c8c1d
2553,"[248 252 249 ...,  79  78  90]",3f86f07cc17912038aa62c83f044163e
2554,"[ 1  1  1 ..., 36 12  9]",3f8dff494485685534a86ae817d7e02d
2555,"[60 64 37 ..., 72 65 56]",3f974ba3e0c33d02274cc3889d146a74
2556,"[244 249 214 ..., 165 149 127]",3f99c5eac70d57d0231f5165621f2046
2557,"[150 140 145 ..., 172 152 141]",3f9b91e7965a3b1ce705f75cdd714028
2558,"[122  99  78 ..., 124 155 121]",3fa50a116915d4cfa704f04c0e8710c1
2559,"[124 123 124 ..., 124 137 148]",3faf5c4f754db7435f7e7950ff2c1b05
2560,"[12 16 15 ..., 46 45 29]",3fbcf669fce6ecb27c5e9b46e6fdf889
2561,"[103 157  78 ..., 193 235 148]",3fbefd398d24832aa2d84a81e36a645a
2562,"[ 74  81  65 ..., 113 110 111]",3fc2dde0964144cd07747c740469e60b
2563,"[111 105  92 ...,  95  88  99]",3fc59f50c6d8977f9d964be62b3eee4a
2564,"[3 3 5 ..., 1 2 4]",3fd302069a546b652bc1a38165d5ada2
2565,"[236 239 244 ...,  69  97  37]",3fd4d0daf3781126dde8e6d4e47ce4dd
2566,"[33 23 19 ..., 74 85 65]",3fd70a53b7c06f88831923d17f5ae2ea
2567,"[58 74 35 ..., 43 50 31]",3fe38b30abae7147cf67ce083389943e
2568,"[216 216 216 ..., 174 174 174]",3fe86d55e854c8bdc80e02c3a9c96843
2569,"[133 127 129 ..., 253 255 244]",3fe88fd71334eea9924c28d2423b844c
2570,"[ 91 103  83 ..., 114 132 134]",3fef6e63d8590ca814653301855ff000
2571,"[ 47  31  25 ..., 111 118 104]",3ff0641f3b2da6e8cc8b1dc39bdee8a0
2572,"[127 129  84 ..., 110 126 121]",3ff6733907952843baaa539d47f34e65
2573,"[127 115 104 ...,  93  83  86]",3ffa337507d37b6c29e43afd6773f400
2574,"[105 129  67 ...,  96 125  72]",4001319125d18708cf2d148a43f4e968
2575,"[ 63 100  58 ...,  78 117  84]",4014d055cbed26cf6cf900a12cdad204
2576,"[231 231 233 ...,  71  80  25]",401756f7b5bd79cce6e7c0c9f973d196
2577,"[79 78 78 ..., 80 80 94]",40209815012be281287091336c9d6223
2578,"[ 51  20  16 ..., 109 107  77]",4023851ba15301e077734449d0c78eba
2579,"[57 72 91 ..., 26 42 19]",4025c67b4183b9dca4037eaa4531ba1b
2580,"[114 126 138 ..., 132 130  87]",4025f4681bb5160eb4eec538b6f06923
2581,"[62 60 34 ..., 91 84 55]",402cbbd8529a88b7d360a4b3803446a7
2582,"[182 205 229 ..., 216 236 254]",40359232263bf1d80a0759ac316a7734
2583,"[ 61  52  59 ..., 158 201 129]",4038f45a6b0aa398b80c5aad23f9132c
2584,"[143 138 135 ...,   1   2  17]",403cd77c18683a4cfac76fc7ac4632bb
2585,"[128 120 111 ...,  19  43  14]",403dc79fe2e7b3128ab675ef6762754a
2586,"[ 24  38   5 ..., 117 134  47]",403f9cb93bd90e77e714bedd8ed44cbd
2587,"[132 102  92 ..., 129 110  98]",4042a82105d88638a0e7dd2ae2f6710a
2588,"[61 70 74 ..., 28 37 46]",4043526673311768ba5f2c59d9844f0e
2589,"[231 232 237 ...,  17  16  15]",40444f6d33053ad1b7e1f78b12f749c2
2590,"[154 154 154 ..., 153 153 154]",404a7f3fe4c6d7c77a2e1ee19e506aec
2591,"[ 36  48  44 ..., 139 132 110]",404db576fb2006cfd1aed0f5683b786e
2592,"[69 59 48 ..., 66 63 53]",405e14a091434aeca10fdaaad56dca8d
2593,"[195 225 253 ...,   7  30 110]",40622bc62f8289586d5e1deeaeb4a227
2594,"[254 251 214 ..., 176  99  21]",4063b7db933fb806c97559d4c3bcab7e
2595,"[ 58 124 210 ..., 109 112  96]",4065ea45b804cd4dcae4cf2f5c06b0a8
2596,"[205 242 250 ..., 109 100  94]",406a27b27638b63f4459fd153815fce7
2597,"[164 159  97 ...,  51  49  43]",40769dc3fc3727345a2359003df5b677
2598,"[196 199 204 ...,  92  85  83]",407e9cec37bef20fba7fb2b859d8ee95
2599,"[ 77 118  64 ..., 133 151 102]",408a68050302718e3d2604c108f00594
2600,"[49 49 49 ..., 49 49 48]",40a34dcc0b9138faedecce21c54d5af9
2601,"[215 216 206 ..., 210 208 195]",40ab8e66259f5db5507270d6dbc6f38b
2602,"[202 176 151 ..., 253 240 215]",40b29230498c1541cc0872df48409c71
2603,"[ 49  50  55 ..., 162 129 118]",40b5d79ca1494f8d7971c3d8c205a8b0
2604,"[117  93  69 ..., 110  99  96]",40b81fc7cb10ff1f08762f3e034e770b
2605,"[153 153 153 ..., 163 163 163]",40bcb674ab3a46040d8721a95b9052b3
2606,"[71 55 39 ..., 73 76 76]",40c0f49c7c2bc937ff640093a4c7b06d
2607,"[26 14  8 ..., 21 21 14]",40c3e0d2677f42bad549ed337dbb9d50
2608,"[101 103 100 ...,  36  26  24]",40c60521d0a2479b53794c185721c29b
2609,"[121 143 172 ..., 163 140 125]",40c6e78513ade486545a4c5a6edee50d
2610,"[43 42 41 ..., 70 32 25]",40cd81ac833e4f3387924b8d6c5a0482
2611,"[ 41  27  18 ..., 182 186 168]",40cfb9a23a2d77fe180dffc6da966de0
2612,"[165 162 153 ...,  72  71  74]",40d48a88a1d0affb13660512f7dc176e
2613,"[ 47  43  32 ..., 130 127 111]",40d4d2199cce8004764a6cd573ac2579
2614,"[197 197 199 ..., 205 199 199]",40d97cd83b13b9937b46e91a4b88d634
2615,"[142 144 129 ...,  74  76  63]",40d98d3d4d4cf67811f57b60f49fd301
2616,"[19 18 16 ..., 17 26 47]",40e19b8d649cd395b0cdb27f432841bb
2617,"[176 170 170 ...,  13  15  10]",40e1ed740aeaae4eba77c3fd1748c803
2618,"[ 79  88  49 ..., 188 190 194]",40e30aae339c7555ab9e0e60613e1891
2619,"[239 239 241 ..., 127 111  93]",40e9358c1fba746471370cc4d920cc8f
2620,"[183 159 108 ...,  71  60  38]",40ed132135fcf61e1ca97617ad290042
2621,"[ 32  33  28 ...,  83  96 102]",40eef5868be3e4acdafa925b41686d47
2622,"[133 118  77 ...,  78  66  47]",40f12504081ce43152799398e24d3c80
2623,"[132 177 169 ...,  73  88 118]",40fb9c5e1ffbcd7c3d36afaf4e92525a
2624,"[  6   6   7 ..., 132 125 119]",40fc221655af1f9ea340c3105a5a250b
2625,"[156 155  99 ...,  94 106  48]",40fe6e14c7912b1733eecf7d6a667f23
2626,"[ 22  26  20 ...,  71 107  27]",4106bc7cf624fdd142cbf0000a53640b
2627,"[46 47 33 ..., 15 15 15]",41113b0069d1ed9cb8ee0f5ca4cc6368
2628,"[57 52 47 ..., 44 37 33]",411f2ae9ea70299b09ec03af2bcc8c04
2629,"[211 203 201 ..., 184 183 163]",412232ca70a653d183b9e6e502e34730
2630,"[ 3  3  3 ..., 46 74 25]",41254bbfd2cf838370eb076ea0801674
2631,"[110  53  21 ..., 183 160 129]",41295c36303043fc587e791b14ef2272
2632,"[ 77  73  64 ..., 131 113  86]",412b82b8d22d227bd6938aa7884ac56b
2633,"[65 49 35 ..., 15  9 11]",413699c1f7cf1b34520b88324b49643f
2634,"[224 231 235 ..., 218 224 231]",413764ac4af585e252f48e6ac2482c6a
2635,"[117 124 108 ...,  98  66  44]",4137b32e97452182bf21a4c5accf8daa
2636,"[15 14 10 ..., 91 72 72]",41397398c9a57e8a11dc9c1d898bdf8a
2637,"[187 204 214 ..., 105  99  88]",4144b660e077bbc348b8ef1125185194
2638,"[ 56   0   1 ..., 194 165 136]",415a7226f175bcedd768b38bc40af498
2639,"[254 252 253 ..., 163  95  13]",416f36e236378210a7b553c0717950d1
2640,"[250 255 254 ...,  66  49  22]",4170a9e32373fcc2e178b5a357cc849a
2641,"[ 42  44  30 ..., 181 167 141]",417b4a513d4a07f4040edc84dc23df9e
2642,"[228 221 201 ..., 224 230 237]",417e5069354eff32c8fd13729a6702e3
2643,"[199 170 165 ..., 145 158 173]",417efae72babc6847bc551654d339ecd
2644,"[137 154 173 ..., 151 160 165]",41877ee88e78ee4021a844c1c996f73f
2645,"[151 164 158 ..., 155 136 150]",418b16343949c0055f6357f4314b99aa
2646,"[185 126  77 ..., 171  77  34]",418c55a9e57547d423ab41e5fa3c7bcd
2647,"[78 92 72 ..., 42 54 37]",418e24eea6f52ea47c7fa94dc1e88d09
2648,"[129  69  86 ..., 153 153 165]",4193da9e92c9a34fbf6554cf42e4d4b6
2649,"[ 8  5  9 ..., 75 45 54]",419a994803b6436b2ff3220b192b883d
2650,"[54 49 36 ..., 34 41 33]",419aebd136f49997714405dad5ec6b23
2651,"[21 21 19 ..., 62 62 64]",41ad1e6c01fa12d530a1122faaeb2917
2652,"[148 134 118 ...,  99  56  53]",41b02dd6f93364e6dd699ad7a59db8e6
2653,"[ 65  39  25 ...,  87 112  76]",41b303da4d541ba4b8d9162881f706fc
2654,"[32 49 42 ..., 24 49 37]",41b3839dbe5686a95e0209f8dd6ca123
2655,"[147 163 133 ...,  92 128  96]",41b7c2f57f459a923e0d82060223a883
2656,"[119  93  49 ...,  93  65  43]",41ba155b8a13753a17764d73e7e5d6ae
2657,"[132 100  79 ...,   6  10   9]",41bbf137ce0188e6cd50ca51eb784844
2658,"[117 122 118 ...,  86  90  89]",41c34721b40d1cc8b46118d8cd5c1146
2659,"[ 8 12  8 ..., 36 35 34]",41c563d7e2951d0d04dd8c8cd4d50c33
2660,"[ 29  37  15 ..., 138 136 140]",41cdc849e6032e410cf32c6a274fe2a2
2661,"[ 95  87 102 ..., 125 112 118]",41cdeba050724182623609379b6cbcab
2662,"[161 164 161 ...,  44  58  74]",41d143460374a7ffa245b073891184f0
2663,"[20 22 21 ..., 18 26 29]",41e471bf997fdc9c2a6e4064c0f8f0a3
2664,"[255 255 255 ..., 144 131 133]",41ea18e619cb6a3673ce86ea8e0f2f14
2665,"[171 188 218 ..., 105 111 139]",41ef9f24fe52597681730159ad645063
2666,"[ 92 131 134 ...,  91 112  44]",41f7290c2777a4f18d6082c7683096a9
2667,"[135 102  77 ..., 145 169 144]",41f797c30d45a47de275352e7fae6af7
2668,"[ 10  10   8 ..., 139 101  79]",41f8aa08a201a2c2fa5a60ced8eadf34
2669,"[ 92   4  14 ..., 158 183 180]",41f92db830495f2811eedfd776dce08c
2670,"[148  96  72 ..., 105  51  34]",41fa57d682dc6269870fa0902f3150e2
2671,"[229 247 251 ...,  95 100  82]",420070fd60e17b1fb86ff3d9fa561c2e
2672,"[81 54 31 ..., 68 64 65]",420126aac6b2cb9cc91ea89dc9c03e8f
2673,"[108 104  92 ...,  91 160 218]",42085804be11d8d7c4b2f30653514d24
2674,"[  7  13   9 ..., 114  74  97]",42113dea257f4ac3dcd6ac4337329501
2675,"[245 246 189 ..., 140 143 101]",42151bfbe47dce2c5ac2d53860f66f4f
2676,"[174 162 117 ..., 101 119  54]",421c361f6c00771321442a149efc8d62
2677,"[65 68 59 ..., 14 14  9]",421c63f9911a67eb38401c4c51c9b294
2678,"[105 107  94 ..., 127 122 103]",422b044a1bb57ca2d342ef53ca248238
2679,"[ 99  92  70 ..., 195 174 117]",422bda2b195f032680d00e41c06b3e39
2680,"[  7   7   7 ..., 173 158 131]",422cf5cabdcdbd851082eab9a6f65d4f
2681,"[65 68 65 ...,  6  6  6]",423ecc301b5f40d1fc897749b42ffb5e
2682,"[255 255 255 ...,  73  63  64]",42404238339c427c0fb830da89885d5e
2683,"[51 68 68 ..., 65 76 73]",4240aa05faa5a88b85103ec5fccbafad
2684,"[255 255 255 ...,  11  16  21]",424b110908fc9d0a236d900a598fa5b0
2685,"[ 42  51  29 ..., 165 156 155]",424c3990e83cdb18b5d0fe48a5cf7327
2686,"[160 174 207 ..., 111 109 110]",42531d3868f3b2a07257fee6abf30af0
2687,"[ 41  44  40 ..., 255 255 255]",4256019f31cf585155e3e5154e4cb017
2688,"[131 138 148 ..., 141 151 163]",4256b386d18a2c34d9d2b982f3a692bd
2689,"[  2   2   2 ..., 133 132 134]",4258f72c43fec0805948ae3a72a9f389
2690,"[38 37 32 ..., 50 59 66]",425f6665a1616c4819d20580d09d5e8b
2691,"[140 125 103 ..., 159 157 146]",426142d965a9b12b9d4d82363ebbf3a4
2692,"[42 44 47 ..., 16  9 36]",42672a27407ebb1beddbbac746c304bc
2693,"[ 57  84 171 ...,  62  54  36]",426a409cfbc58be74a242f3f09eadce0
2694,"[192 200 197 ..., 169 156 139]",426cfc5c7beecf1711bdca2a4331d153
2695,"[144 160 166 ...,  43  43  41]",42729b9128f65dc9be8d532c26ded4ef
2696,"[12  4  2 ..., 24  1  3]",427c2ab57801ad7ea366098e7bd17b54
2697,"[136 126 130 ..., 119 100 102]",427df2d262825c96b28605c3e5843ffc
2698,"[226 230 211 ..., 220 216 226]",428f2a2e28c441c2fd439606def8d12b
2699,"[210 222 236 ...,  71  75  87]",429659b519b82425c43ab412b1f54bb0
2700,"[185 187 202 ..., 153 167  74]",42a289d5526386509d0af83cf23f44c0
2701,"[ 33  72  91 ..., 208 204 199]",42a294b2c65e0f3dc8c4ba451b53a31a
2702,"[ 10  37   8 ..., 203 229 169]",42a49cd92129a383d959dd3a52bae3f9
2703,"[134 149 131 ..., 109 110  94]",42aef46885c278f15ebef2b739cc2279
2704,"[209 130  64 ..., 131  87  54]",42b506781e169821e0f5155127076e7c
2705,"[ 69  75  63 ..., 176 180 180]",42bbe88b83049f89c22f08f824b04aad
2706,"[127 120 113 ...,  81  59  58]",42bd3e15f7b7966c0890cac3288e980f
2707,"[160 168 171 ..., 131 129 138]",42c5c84c03dacbf5784f8c8910242018
2708,"[205 206 201 ..., 225 226 215]",42ce977acb6a65196535182062d248d4
2709,"[ 48  30  28 ...,  80  99 114]",42d2ca5eb80634db250e8b2db9f13b08
2710,"[128 130  81 ..., 156 155 186]",42e241d3f8316ff788aa080f08aeb7e4
2711,"[119 113  95 ...,  32  33  28]",42ebd5007b5327b55f696ada900e3641
2712,"[ 78 110  94 ..., 162 190 128]",42ed3c95c86fcde5875d0da5ba88493c
2713,"[214 227 233 ..., 204 214 222]",42f43e8067b90430b6a05afe0b1ddbca
2714,"[36 31 28 ..., 85 95 92]",42f54e9fe50faf70fd57597d9f509343
2715,"[133 119 107 ...,  48  60  59]",42f76673fdeb73fe705963452fc19ab4
2716,"[73 78  7 ..., 98 77 15]",42fa9fd9dd63066d88e3fd56117d787c
2717,"[252 241 249 ..., 246 244 245]",42fc4f86c553289b9f3a89171e840c7b
2718,"[ 57  35  29 ..., 125 110 101]",42fe9030bc5cf356d728da991438125d
2719,"[142 134 132 ...,  76  95  53]",43001021a32eba308d3653e811038a55
2720,"[ 69  73  86 ..., 183 140 115]",4304c995750f369b71a7a366bd4d68d2
2721,"[ 52  43  21 ..., 106 130  69]",4304e5bba7efe64d9f07de0156a5beb5
2722,"[230 234 237 ..., 122 152 185]",430d1dd6454063f3dadadd8cd08821be
2723,"[ 6 61  0 ..., 59 90 56]",430ffbd213e1e22c4966992a9178a51d
2724,"[133 125  97 ...,  15  16   5]",431127705adbe127b3ae300881c89a0c
2725,"[204 165 148 ..., 110 135 117]",431cb17e184d5f26395c539758191048
2726,"[39 33 46 ..., 44 68 18]",432ce69dfaf98a93dc7f5021570871ae
